"","Topic 1","Topic 2","Topic 3","Topic 4","Topic 5"
"charlottesville",2.76661336186143e-06,4.8827081295786e-145,9.47657469130272e-49,1.22489710897572e-25,2.93159664880883e-06
"dedicatedly",1.20820372311059e-31,4.19998617455966e-149,1.93953070984847e-48,1.04430008391521e-21,2.40876865544762e-06
"dol",3.43037563428675e-29,4.82353887755027e-44,4.91368766628034e-54,7.90090164079642e-26,4.81753731089525e-06
"eeopost",2.82971486061728e-29,7.39995498236498e-44,2.99013623253794e-54,3.96796105562574e-25,4.81753731089525e-06
"forwarded",2.49368458522208e-29,4.06906909288749e-44,7.22620094702334e-54,2.77958913858544e-26,4.81753731089525e-06
"intelligenceat",8.11898034943672e-32,5.4356176137988e-149,4.00532760965902e-48,1.02433889736965e-21,2.40876865544762e-06
"intelligencethe",1.5954902530335e-32,6.18952728483254e-149,3.62266983154132e-49,1.75927228375729e-22,2.40876865544762e-06
"intelligenceto",8.87981386447567e-33,2.28227639825372e-149,2.69673110273476e-48,9.2691585210331e-23,2.40876865544762e-06
"regs",2.12375028683301e-29,7.80505395111296e-44,6.49357141479235e-54,1.65994282788795e-25,4.81753731089525e-06
"scientistthe",9.14636909444625e-34,1.69855031182023e-149,7.73085046682343e-48,4.54351956023141e-22,2.40876865544762e-06
"shown",5.90258362153806e-32,2.00890387865258e-148,7.79017335186696e-48,4.91296832429297e-22,2.40876865544762e-06
"spgi",1.23193304995918e-32,1.91431178602738e-149,8.05939370115814e-49,1.14784655587803e-22,2.40876865544762e-06
"straightforward",1.6183094682734e-32,5.87753911898731e-149,1.61834485985219e-48,1.28686761659405e-22,2.40876865544762e-06
"unions",9.03499513480448e-30,2.77715703708698e-44,3.20364301845008e-54,3.50041753364775e-25,4.81753731089525e-06
"unusually",3.46640173980545e-33,7.45814597002317e-150,3.80739965747076e-51,8.33843007820556e-23,2.40876865544762e-06
"vathe",1.06595092856024e-32,2.49959719691056e-150,1.25261417453546e-48,4.15466419719658e-23,2.40876865544762e-06
"activiti",1.41686341132027e-28,6.70687239186416e-38,1.11260760377297e-144,2.34479132853426e-29,2.40876865544762e-06
"anypoint",3.60089427753536e-29,7.57863910167471e-38,5.35957326244488e-145,1.72601809036938e-29,2.40876865544762e-06
"benchmarks",1.09299755822797e-24,5.27307676988886e-43,1.17198392745746e-140,1.10543627862004e-24,4.81753731089525e-06
"bpmn",1.26548847427453e-26,1.61850311045146e-36,3.05690766462379e-143,1.13808657430309e-27,2.40876865544762e-06
"collibra",4.21909518980174e-25,1.2635460644402e-39,3.77229378570403e-142,5.40166032962709e-29,2.16789178990286e-05
"companywide",1.16499987416307e-27,4.44503131327133e-38,1.71314777504174e-145,1.61754496727457e-29,2.40876865544762e-06
"corporatethe",1.97670846133289e-27,4.84391669754821e-38,6.30505987378946e-145,3.98336770356445e-29,2.40876865544762e-06
"dgc",4.00008188467385e-28,3.73326329108525e-38,2.23898431964062e-145,3.45269745936069e-29,2.40876865544762e-06
"ebs",1.74914217540734e-34,3.31473343121323e-46,6.7283923160719e-104,6.42557415564888e-18,7.2263059663313e-06
"equips",5.74467373931022e-28,8.58496539111518e-38,1.71389673955402e-145,6.18169577255609e-29,2.40876865544762e-06
"globalat",1.04751983434623e-27,4.32357031839315e-38,4.49882984518271e-145,5.21615189921124e-29,2.40876865544762e-06
"governancethis",3.60592987582086e-27,2.02829506030929e-37,1.87774473698901e-144,2.15581722633312e-28,2.40876865544762e-06
"governed",8.61011161462363e-20,4.60777625005112e-45,9.32886168738429e-42,8.59407315518997e-34,7.22630596634274e-06
"iconic",3.51778622471846e-27,2.86650757110159e-36,1.15110154988269e-143,1.22669348502131e-27,2.40876865544762e-06
"icrt",1.70028995240649e-26,5.71855267873677e-37,3.15283888866213e-144,5.1128260227332e-28,9.63507462179049e-06
"imm",1.33989924991965e-27,3.19349978651009e-38,6.41061096504011e-145,3.67148617001897e-29,4.81753731089525e-06
"indices",1.00898685625549e-27,8.84560737144331e-38,4.64759112097717e-145,7.22768174681819e-29,4.81753731089525e-06
"maestro",1.42435344016421e-27,1.42972290429563e-38,1.41983669424872e-145,2.43812842435951e-29,2.40876865544762e-06
"mapplets",3.20387888950663e-27,2.22071786316514e-39,7.6486702141684e-145,7.4194615672595e-29,2.40876865544762e-06
"mulesoft",1.73580554855755e-27,9.12522497294252e-39,1.88049980229243e-145,3.51717999328978e-29,2.40876865544762e-06
"nythe",1.31327244520111e-27,1.57623740848636e-38,5.86120892267191e-147,3.0398664174795e-30,2.40876865544762e-06
"platts",4.28584359329094e-28,6.06505573977503e-39,7.50141297769466e-147,4.20480864502183e-29,2.40876865544762e-06
"pvcs",1.18325087803301e-25,2.92129173993968e-36,2.05621091536591e-143,1.4869620359792e-27,2.40876865544762e-06
"scheduler",3.15901713624525e-27,4.38161349045236e-38,6.03615130460151e-145,2.92591636026229e-29,2.40876865544762e-06
"staffs",6.8113501319159e-06,2.45030048707295e-36,9.48281823010775e-17,5.79584603737694e-29,1.47034960447307e-06
"stimulating",2.58214543441141e-26,3.34732650017103e-37,9.54370220763874e-145,5.06694214669972e-28,2.40876865544762e-06
"trigger",5.37380144558726e-27,8.91809380474875e-38,4.61493633750635e-145,5.54996198453275e-29,2.40876865544762e-06
"zuora",9.38351189672145e-28,9.10479611536428e-39,9.59072758286758e-146,2.00031438435686e-29,2.40876865544762e-06
"attribution",5.08330203767478e-13,1.45270793324753e-31,1.31114756437165e-44,8.7043658902699e-18,2.64964544208097e-05
"bio",6.20678543476541e-06,8.78590270733232e-27,2.52039906243152e-31,3.25106074148255e-11,9.01198703511369e-12
"biochemistry",6.66385769489489e-12,8.3982217952383e-21,3.81800547264446e-120,1.33719497329518e-06,2.08503566068743e-11
"biocompare",1.75665369357105e-11,1.55221592630242e-20,5.35026442611103e-120,2.67428713800476e-06,2.20313451941338e-10
"bioinformatics",2.69373675155317e-23,2.1201927456431e-25,2.87320495818025e-122,3.75921967446806e-06,4.54688189443327e-07
"blvd",2.52203635330411e-11,2.95413364365226e-20,1.6785707027305e-119,1.33712528378634e-06,1.17578674654925e-10
"comparenetworks",6.42304093904833e-12,2.918296932099e-21,3.34150803418917e-120,1.33720638934568e-06,6.60041885712608e-13
"immunology",6.7039323305933e-12,6.54398338826569e-21,6.53445332425523e-120,1.3372010354156e-06,9.86823154172912e-12
"molecular",3.72300702928878e-13,3.97410832858105e-16,7.49424365748385e-25,2.6742408536845e-06,3.30377833043783e-10
"nltk",1.88931268330379e-11,5.72417529898914e-20,3.46770085114167e-119,2.67436702997563e-06,7.4341856457197e-11
"normalize",1.4046355738208e-17,7.44666338109427e-26,2.20770489266981e-27,2.32947177353223e-06,6.21375916110411e-07
"oyster",6.52909939207067e-10,6.65407293993843e-19,1.11745575047416e-119,1.33328280048802e-06,6.06479804323833e-09
"reagents",2.3296933821543e-11,2.29958177336499e-20,2.78832165571063e-120,4.01150623174714e-06,1.99163821783555e-10
"coders",2.2138921879377e-06,2.47848265637444e-133,2.29832153640604e-16,4.68964849818213e-09,3.78115715271954e-06
"dual",6.07450817101018e-06,4.38363385947653e-130,4.36909536185368e-14,2.71801437201253e-07,2.12456905342199e-06
"javasript",2.29126608228533e-128,1.30564264185774e-133,1.53739565220992e-15,1.33528784991556e-06,3.46656431158994e-09
"onecount",2.21625190887267e-128,1.02268015429596e-133,2.79329697379399e-15,1.30547332288583e-06,5.71725450394293e-08
"comprehensiveness",1.24107742253452e-17,2.95534532637593e-51,1.09863009484527e-126,8.81889945091279e-110,2.40876865542836e-06
"district",3.24669274875667e-18,1.6208555730621e-46,2.71290479190751e-31,1.1735568919513e-20,2.89052238653664e-05
"gary",2.83100400666531e-18,3.2340763147945e-51,1.74568044137686e-126,6.32492695356963e-110,2.40876865544323e-06
"gorson",4.62574223602367e-19,8.09315062138082e-52,2.63786831137105e-126,4.05766894124261e-110,2.4087686554469e-06
"isbe",3.14838022251172e-18,1.01753735120928e-51,4.88093449505745e-127,1.02116026775147e-110,2.40876865544274e-06
"palatine",5.19575241923796e-18,1.80420265955378e-50,2.38647523783843e-126,3.72068507178572e-109,2.40876865543956e-06
"roselle",3.28778435805484e-18,2.23038792285439e-51,1.58335440298101e-126,3.73856792806373e-110,2.40876865544252e-06
"arbutus",7.58388087665808e-20,5.02215080645327e-58,1.23110380840679e-42,4.29338325126371e-32,4.81753731089513e-06
"caats",6.04222364670432e-18,7.53802441139514e-56,1.20096338040471e-40,4.93334928334397e-30,4.81753731088587e-06
"cisa",7.10347206493764e-06,5.071172511847e-41,8.8004510085762e-39,1.19846003894973e-27,8.24318462153328e-06
"cobit",1.17343832269799e-19,6.83845947438478e-58,3.70862696118535e-43,1.07684601936295e-31,4.81753731089507e-06
"coso",2.39052337177659e-19,4.51534276415347e-58,2.78023564086405e-43,2.08651156943675e-33,4.81753731089487e-06
"dab",3.91811735299838e-19,8.53420164383605e-58,1.61849445790748e-42,4.31376807450111e-32,4.81753731089464e-06
"directlink",6.09976941138127e-20,1.36388571199187e-58,2.98433339460256e-43,4.88494083396313e-32,4.81753731089515e-06
"edwards",1.2981576170368e-18,2.01861619319894e-57,9.19370591589664e-42,2.22446146995051e-31,4.81753731089323e-06
"erps",3.65224895011385e-20,5.2339827546868e-58,5.62270970567668e-43,2.47718019448304e-32,9.63507462179042e-06
"exporter",9.2343610169176e-20,2.81676809979966e-57,4.20668775307896e-42,1.2694150165293e-32,9.63507462179034e-06
"fda",1.39271043774237e-19,4.9795094751044e-58,1.69319931026559e-42,4.22749666002122e-32,4.81753731089503e-06
"hipaa",1.67654781199661e-15,2.29889099747833e-47,1.88226770667208e-42,5.64460248877814e-30,1.92701492409784e-05
"honestly",6.84872416840194e-20,2.75013648103649e-59,4.74993747011471e-43,1.28089145436443e-32,4.81753731089514e-06
"itil",5.65269615721061e-06,8.33454547048253e-56,5.12418482724575e-30,2.62320572271359e-30,5.67773677657521e-06
"nist",4.72508048565712e-20,1.53554783345525e-58,2.96155126075557e-44,6.54187561276581e-32,4.81753731089517e-06
"rsm",3.23728981012238e-19,3.29632923696612e-58,5.85909310137119e-42,2.17526992598397e-31,2.40876865544757e-05
"academics",7.74479554255533e-06,3.243524518733e-144,3.31788593909439e-13,2.13072511479181e-78,2.13299769264236e-08
"bid",3.63182967693958e-08,1.2159252032542e-139,3.31230106127348e-19,3.71688066611608e-17,7.16992782190525e-06
"bonnie",1.55048556942405e-06,1.86450445503858e-144,1.36010071348012e-13,6.98357177722684e-79,1.8963900992813e-09
"child",1.54426105109562e-06,1.83599871354859e-144,3.49753549630032e-13,1.21370662964001e-78,1.15588405174429e-08
"conditional",1.55115352959092e-06,2.71735819786008e-144,1.93266529783028e-13,1.307528708327e-79,8.59469995718433e-10
"consortium",4.65358195168353e-06,5.05383485586712e-144,1.74123366165657e-13,6.56570188334217e-79,2.39017360615421e-09
"dmr",1.54520453373742e-06,2.51439971864121e-144,3.21411266564148e-13,7.31624446043572e-80,1.00942510201183e-08
"eap",1.55081021433042e-06,1.87275590917806e-144,1.44709463231117e-12,3.55730350035872e-78,1.39191729814874e-09
"edu",2.87219441363134e-19,8.62436882740404e-146,2.31060638788521e-27,7.19453740317574e-24,1.68613805881329e-05
"entirety",1.55017103864792e-06,1.08556185116368e-144,1.59050848222104e-13,2.25307158154329e-79,2.38463801232278e-09
"gotoltc",1.55086646845488e-06,3.12282962293146e-145,9.495973180355e-14,1.06618663750809e-79,1.30512353464281e-09
"hra",1.54943746695126e-06,1.21297823939732e-144,1.28368445290925e-13,2.02058870847554e-79,3.52339871106395e-09
"indianhead",1.54819900792475e-06,4.44869356741049e-145,1.58499133462211e-13,2.48692400410539e-79,5.445889518555e-09
"lakeshore",4.63138152764546e-06,2.72316103305222e-143,3.65475956928687e-12,7.17569898125793e-78,3.68512892795714e-08
"login",1.47621817694314e-06,1.35827476362524e-143,3.87981756560675e-12,7.55395753190856e-78,1.17182752774821e-07
"ltc",3.08551615392531e-06,1.91090475261834e-144,5.4875294324534e-13,1.2340445797138e-78,2.77839774301396e-08
"occupational",1.19797176040436e-17,1.46687749627579e-33,1.23362380953205e-23,2.84422295128778e-24,2.167891789901e-05
"ploa",1.5463327347449e-06,7.97574571116746e-145,2.84295802729978e-13,1.468884113308e-79,8.34292028272997e-09
"wilm",1.23773322164546e-05,1.37284540575811e-143,4.09352211058535e-14,1.07353743024813e-78,5.63896436598591e-08
"wrs",1.54867244617401e-06,1.56564162740143e-144,4.11603814715134e-13,5.99112354237653e-79,4.71085551732103e-09
"zorn",1.49185256532423e-06,6.67994525763029e-144,5.56297287204141e-12,9.51155991776379e-80,9.29122910392537e-08
"abc",5.97565937893207e-17,2.77760223888794e-148,9.99573584101669e-31,1.88230921983036e-46,2.40876865535486e-06
"allstate",6.28907663529039e-16,3.60073294324871e-147,4.70204222475985e-30,2.17302682297321e-45,2.16789178980523e-05
"armed",6.30045900952405e-17,2.39150439182422e-148,3.59246946846026e-30,2.18711821918679e-46,2.40876865534982e-06
"assertiveness",2.89633805144603e-17,3.70651730016422e-149,1.22288349746752e-30,1.71187852130338e-46,2.40876865540266e-06
"discriminatory",5.69124412591618e-17,8.10347023367716e-149,2.917277251418e-30,1.88801769828191e-46,2.40876865535927e-06
"empowerment",1.05511727827521e-16,1.03548889284631e-148,3.0205349542235e-30,8.99092153128498e-47,2.40876865528383e-06
"forces",2.50721931133551e-19,2.64293658232034e-134,3.47033077328582e-35,5.69689077216703e-19,9.63507462178907e-06
"hea",9.85456842191429e-17,1.50033528694221e-148,3.871829984098e-30,3.10873600031103e-46,2.40876865529465e-06
"hopes",1.18282028820422e-17,6.38078295015289e-148,5.13041704469254e-30,4.84175731621171e-46,2.40876865542926e-06
"instagram",2.38484388341283e-16,4.39672579923568e-148,1.40399496394739e-29,8.77747738075233e-47,2.40876865507741e-06
"kpi",4.74356689943296e-06,4.60309728491571e-134,1.91760284487586e-44,9.96092122606236e-25,1.43153154375578e-05
"overviewthe",3.78630554491869e-17,1.87161121779633e-148,4.46652318982196e-30,1.54492915400246e-46,2.40876865538884e-06
"pension",5.30196057031769e-16,3.21629132807882e-147,2.32317707574295e-29,6.61687218790322e-46,2.40876865462458e-06
"processescandidate",3.11816087707961e-17,2.07724019512253e-149,2.95242762235902e-30,1.79863338881279e-46,2.40876865539922e-06
"prospective",7.75787857548127e-06,2.43578481034462e-144,7.15274720182345e-19,1.83538646637437e-50,1.02086420640024e-09
"qualityo",3.19186521592586e-17,5.56902048628361e-149,1.548389905147e-30,1.25893165158878e-46,2.40876865539807e-06
"refusing",1.26896448628744e-17,3.48205603643228e-149,6.99426887354336e-32,4.50716602303243e-47,2.40876865542792e-06
"reinvent",8.72692014004639e-24,4.28822915156919e-141,2.5477213095795e-30,7.35795107327726e-21,1.9270149243581e-05
"responsibilitiesthe",1.32361582485629e-12,2.93902193794025e-67,1.48890890470478e-26,6.14602334925702e-54,7.22630391164838e-06
"seethe",7.04443362926052e-17,7.89237010524813e-149,3.44426459543286e-30,2.41919706581906e-46,2.40876865533827e-06
"downtown",8.60524075680619e-21,1.5055042294372e-55,4.568009318825e-136,7.66318561409377e-130,2.40876865544761e-06
"edi",2.83305497668544e-06,1.10011955458318e-28,4.06174285751066e-129,6.67102392850411e-84,2.82845703913648e-06
"gabriel",2.36835100754018e-19,1.14148864363283e-56,1.22218333823444e-136,9.2590518517189e-130,2.40876865544726e-06
"stempinski",1.48615270642633e-19,7.56614814541331e-56,2.82959819910387e-136,7.56501514557212e-130,2.40876865544739e-06
"economy",6.30016899699829e-19,1.72637524803506e-143,7.79386223246948e-134,1.63121676582703e-20,4.81753731089424e-06
"empowers",6.98310514513489e-23,4.42487375212754e-74,9.35250112611813e-36,9.89810862609761e-21,2.64964552099239e-05
"lanouette",4.49309107361368e-17,9.51550358823518e-145,6.69684226298069e-137,1.41256754874706e-108,2.40876865537787e-06
"wales",8.71827191074802e-18,4.91412225325277e-145,2.35531685075959e-137,8.17463564566536e-109,2.40876865543409e-06
"accrediting",2.12613649347948e-05,3.95820500104433e-31,2.76086864976109e-31,3.74146190266725e-23,1.99881605159729e-05
"agencys",1.97211037059106e-32,1.15210455136312e-31,1.04668145291729e-36,3.5229225837393e-22,1.9270149243581e-05
"annuitants",7.50338792018089e-33,4.15548875493701e-31,2.06537422121191e-36,3.59429182554102e-22,3.8540298487162e-05
"appointed",1.42500675819865e-19,3.56664460626874e-34,1.71576143543875e-30,2.05054292106432e-25,2.4087686554476e-05
"appointment",8.72970237253853e-06,1.57431226282914e-30,3.75532428969915e-15,6.31489155449932e-23,4.42590297264943e-05
"appointments",3.01835597264081e-05,7.94591218638859e-31,2.45919575659206e-16,4.37688954164214e-23,2.05905418263062e-05
"civilian",1.14740954407038e-31,1.84621810618767e-30,3.37855187899481e-36,1.70967052725425e-21,1.9270149243581e-05
"claiming",1.60256485695977e-32,9.38065661530669e-32,1.37200438841116e-36,1.02301521042102e-21,1.9270149243581e-05
"cognizance",9.9120107092893e-32,2.50093341731556e-30,9.44853530301295e-36,1.89550492779051e-21,1.9270149243581e-05
"compartmented",1.73444617845552e-32,8.97638997271513e-31,3.12926256047099e-36,2.95015647450366e-22,3.8540298487162e-05
"constructed",3.76997861647649e-32,1.02962654906122e-31,1.96112525711712e-34,4.20139988550153e-18,2.1678917899021e-05
"counterintelligence",1.53557110169211e-32,4.1728775775956e-31,1.58097768440355e-36,2.85590117496006e-22,1.9270149243581e-05
"dcips",9.84611669345445e-30,1.31939476329142e-28,7.43566079371456e-34,1.74214915699177e-19,9.63507462179047e-05
"denial",6.57390755774701e-31,1.17360595520954e-32,4.99269942458184e-34,6.14392081277428e-18,2.16789178990175e-05
"deposit",2.56532451089007e-32,1.5309260971193e-31,6.75107647865181e-38,1.59462034633765e-22,1.9270149243581e-05
"directives",3.30915921161654e-32,9.35429392983628e-31,4.42397785367278e-36,9.12793072639199e-22,1.9270149243581e-05
"discontinued",1.94328860967641e-32,5.82296776929979e-31,4.75139966921068e-37,2.24974669417376e-22,1.9270149243581e-05
"dtic",3.85859265380057e-32,1.22144307154001e-31,1.34485095063607e-36,1.55601387177578e-21,1.9270149243581e-05
"excepted",9.93540013453427e-33,2.65433873594e-31,9.0980835463223e-37,4.25218832688643e-22,1.9270149243581e-05
"flexibilities",2.64335790755828e-33,4.43416272738379e-31,4.74686376058555e-37,3.88677974951763e-22,1.9270149243581e-05
"intelligencecareers",4.25023841285333e-32,4.82658089964699e-31,3.17024629951051e-36,1.37591179310703e-21,1.9270149243581e-05
"moderately",6.1693195128601e-11,7.71144310788919e-34,7.59213695907744e-39,1.4168063452543e-24,3.37226654077927e-05
"negatively",4.80420078709031e-26,2.192696042678e-27,1.29847769920969e-38,1.16057591221529e-21,2.16789178990286e-05
"nga",4.26686592828649e-32,3.5152587412494e-30,2.00844358957717e-37,9.72261353474924e-22,0.000178248880503124
"ngabenefits",2.21871684912312e-33,2.48246832036458e-32,8.84312053852594e-37,2.5036888343821e-22,1.9270149243581e-05
"nip",9.35635189472954e-33,2.51897969456729e-31,1.2052824309238e-37,2.94701660449044e-22,1.9270149243581e-05
"notices",4.27355278946652e-33,1.57432890704671e-31,3.13658621080118e-37,9.04582384168413e-23,1.9270149243581e-05
"official",8.1034825895644e-31,8.26899511797791e-32,5.93959340058542e-37,6.05018765323358e-24,2.89052238653715e-05
"officials",2.71363550025189e-25,3.5363402686512e-28,1.25992589231522e-38,1.25073230194331e-22,2.16789178990286e-05
"pcs",1.1508499089294e-35,1.46551918203087e-35,7.60307516765516e-39,2.37085705525179e-14,3.37227611335596e-05
"preparedness",2.82430030767974e-32,9.42470191891074e-31,2.37009594335782e-37,3.3007685357736e-25,1.9270149243581e-05
"probationary",4.31700287871205e-32,1.32653509778855e-31,4.81114078086062e-36,1.32973949352275e-21,1.9270149243581e-05
"redetermined",1.00019143226688e-32,2.42282836338505e-31,1.79179806571365e-36,7.46648517926152e-22,1.9270149243581e-05
"reemployed",2.45346587672091e-33,1.05601514646351e-31,2.14986481178596e-37,5.96611866796998e-23,1.9270149243581e-05
"reemployment",1.1233166239223e-32,2.7477868406744e-31,1.46639587020177e-36,5.91729328643136e-22,1.9270149243581e-05
"refusal",2.29244583535394e-32,2.54920117857921e-31,1.97298520810963e-36,1.17993193022027e-22,1.9270149243581e-05
"relief",2.21582519952051e-32,6.25623724247621e-31,1.28769084095635e-36,1.14598938258104e-21,1.9270149243581e-05
"scifs",1.83004916344685e-31,3.52297017685886e-31,4.11167563701615e-36,5.28971387290971e-21,3.8540298487162e-05
"secretary",1.57379096879731e-33,1.84263803338307e-31,4.04688414859656e-37,4.39353263577188e-22,1.9270149243581e-05
"thrift",3.55793163793675e-32,5.57102672729809e-31,2.40931900464928e-37,8.55493290898234e-22,1.9270149243581e-05
"unescorted",1.29527489970332e-32,1.0036914052818e-30,2.0433724158621e-36,2.29686359708382e-22,3.8540298487162e-05
"usc",1.66088223905691e-32,3.8497655653415e-31,4.16093369889734e-37,6.33517280173749e-22,1.9270149243581e-05
"whs",1.30965018576957e-32,1.63603461089962e-31,3.54561029633868e-37,3.04860483534447e-22,1.9270149243581e-05
"reservoirs",2.30335214309194e-44,8.86411702422643e-29,2.21132458554833e-32,1.73514712266011e-15,1.44526119295601e-05
"optimizes",1.4851109715065e-06,6.28033936950263e-39,5.87012056202638e-55,4.58853704520956e-28,7.32968565243712e-06
"authorize",4.38292849393497e-29,7.32984272757468e-30,8.44074349880193e-43,9.87402538661436e-75,4.81753731089525e-06
"cartography",1.74817306294372e-29,1.74823231601132e-30,3.13259627710779e-43,2.50314387629875e-75,4.81753731089525e-06
"geology",1.54052469925163e-29,4.92594212891303e-31,5.90628441058533e-44,2.69789168628587e-75,4.81753731089525e-06
"geomatics",5.47671835791698e-29,9.71132022671012e-31,2.97906366724259e-44,4.85924437655296e-75,4.81753731089525e-06
"stewart",3.74540742378071e-29,1.17620474489742e-30,1.93700127420469e-42,1.03052808022699e-74,4.81753731089525e-06
"stewarts",1.65934639519095e-28,2.34851895006234e-30,2.1103578384892e-42,2.58251703370338e-74,4.81753731089525e-06
"unusual",6.94430822997132e-06,3.592258889818e-34,1.24716012096592e-48,9.27807643640499e-25,8.49026013069818e-06
"adventure",1.13182823864457e-21,1.33370751583607e-21,3.97762898843012e-24,1.33338589997141e-07,4.57734970693482e-06
"alzheimers",1.19713705037782e-15,2.23711967230105e-14,3.03665205364079e-20,1.33716088930942e-06,9.25651128039305e-11
"anthem",1.1297161445009e-15,8.05192156270123e-15,3.23934762890636e-20,1.33712237974577e-06,1.61949647971928e-10
"beverages",1.03927247380844e-06,1.63586490806771e-17,2.35121584539833e-20,1.77300525461814e-06,1.04605997774247e-08
"bioinformaticians",7.39930214646963e-16,1.4550309029003e-14,1.16776180639762e-19,1.33712486970972e-06,1.57457836028548e-10
"biologists",6.78191601143907e-15,2.87152202094473e-15,4.76611548777641e-20,1.33649346511532e-06,1.29483315023062e-09
"calling",4.63384673942501e-06,5.08527485087778e-16,2.02298387960692e-20,1.83304869287369e-08,6.52574255939851e-12
"cancer",2.83819588292726e-18,2.14012931595828e-20,9.18841206107741e-20,2.63890021110933e-06,6.39913283617122e-08
"cardinal",4.67422975548314e-15,4.33414186341982e-14,6.44263596778754e-20,1.33701038748321e-06,3.63640984714535e-10
"catered",7.34154680712208e-14,1.29541627147435e-24,1.25854264778055e-24,5.76957313493892e-13,7.22630481308352e-06
"cheaper",1.25359918354971e-15,5.21231935437227e-15,8.09922078860022e-21,1.33702168246864e-06,3.43342213901067e-10
"chemists",7.73391235577411e-15,5.1252283216636e-14,1.24385905534907e-19,1.33666358616907e-06,9.88333220723387e-10
"debra",3.52557892278092e-15,9.71478025115955e-15,1.17728698364995e-20,1.33697560602403e-06,4.26332888448937e-10
"diabetes",1.41612108018814e-15,4.74055898570032e-14,6.48224492759722e-20,1.33682515174234e-06,6.97313378158138e-10
"esfandyarpour",2.76072943529145e-15,8.57774208476056e-15,1.92783909887051e-20,1.33701043408224e-06,3.63598292234613e-10
"fancy",9.08035978106599e-16,5.00209754394736e-15,2.44888520148252e-21,1.33712093555315e-06,1.64554826381947e-10
"fsa",1.63559387838973e-15,2.21774533133555e-15,4.23152407604745e-21,1.3371765754238e-06,6.43306600388887e-11
"genapsys",6.44076203407556e-15,3.80492311722607e-15,2.52191557451469e-19,1.33703338228244e-05,3.22273184376852e-09
"gourmet",2.61984498726793e-17,1.35776736909084e-14,1.10460608636062e-21,1.33717473041901e-06,6.76441237412603e-11
"guardian",1.28360795146102e-15,3.88165157088782e-16,1.62487487008156e-20,1.3370361266081e-06,3.17328730530093e-10
"hesaam",3.15192556935825e-15,1.49306015837948e-14,3.71110839314921e-21,1.33672839855886e-06,8.71631434896885e-10
"horen",4.11151304525738e-16,1.25894542413683e-14,1.1465252328886e-20,1.33720382806256e-06,1.52299810711082e-11
"incubated",4.10479431045397e-16,4.70023768636277e-15,3.40540132484039e-20,1.33708321842048e-06,2.32497160463142e-10
"kaiser",2.08782326721751e-15,5.30721579464018e-15,3.76313692398006e-20,1.3371624329176e-06,8.98019619850325e-11
"kitchen",2.17001470439955e-09,2.72349168830578e-22,1.47423843691622e-23,3.90227740072849e-06,1.93624566675481e-07
"lunches",3.79538579541641e-14,3.81694232162495e-22,8.6359504280016e-24,3.54596883466323e-11,4.81747337716456e-06
"markov",4.39544450576671e-15,8.97781100399776e-15,2.68230450753282e-20,2.6742704139605e-06,2.77691507665584e-10
"mathematicians",2.9160130159081e-28,1.98317235020024e-24,2.93898220166784e-35,5.0749299967812e-12,1.44526027910316e-05
"membership",1.82045942756076e-05,1.2910347858737e-24,6.45201718841839e-28,7.7274607370863e-19,1.26894477338536e-05
"microfluidic",2.42117685096732e-15,9.18987943112764e-15,8.52397084682394e-20,1.33668450000548e-06,9.50714935320473e-10
"parkinson",2.66898336008228e-15,1.1655195173246e-14,6.55514267205604e-20,1.33667929009799e-06,9.6009663011739e-10
"physicists",9.92783805160523e-16,6.0894621752563e-15,2.66173824773141e-20,1.33720772310796e-06,8.2199496460133e-12
"postdoc",4.23162835963615e-15,6.8703214271501e-14,1.51806926312717e-20,1.33685853841233e-06,6.37144946188892e-10
"ppo",7.42981979292235e-15,1.27320609662667e-14,4.84122058136498e-20,1.33719757102895e-06,2.64899486876802e-11
"redwood",1.43295105534314e-15,5.68498371191732e-16,6.47489760545344e-20,1.33708765876684e-06,2.24501566790044e-10
"stanford",1.40711455245956e-15,2.11433858114486e-15,6.94910345535683e-21,1.33692558458819e-06,5.1644995946961e-10
"tea",2.00706216500609e-13,8.16710886764433e-13,1.31229442238789e-18,1.32102692251366e-06,2.91540761821086e-08
"treat",6.21777751602336e-08,3.56130180171553e-22,1.0687763745131e-29,2.8130780834385e-16,1.43560912278387e-05
"airplanes",1.62234447030436e-144,6.26666963597289e-130,4.61064476387881e-113,1.33405569078126e-06,5.68609753708172e-09
"airport",2.88067977847839e-06,6.7543151460348e-127,1.55116675612396e-30,1.77283626626143e-07,2.43518003616502e-06
"appguard",4.53409768962423e-144,2.15185412499085e-129,3.48845399584049e-113,3.83500182849431e-06,3.18179066323658e-07
"appguardvision",9.12266116163499e-146,1.133992778661e-129,2.33087716836053e-113,2.58364786661953e-06,1.63519366246924e-07
"arc",2.13877991727073e-144,5.29201158068936e-130,1.31424945141575e-113,1.22873211981892e-06,1.95409238831293e-07
"arcs",3.02593687309175e-144,3.98479953885818e-129,6.58456996903903e-113,1.22755306124815e-06,1.97533119495156e-07
"attacks",2.95718269390737e-120,4.59190064503825e-45,4.18414859796882e-118,2.22995367144261e-11,2.40876463855177e-05
"breach",2.63613475646004e-145,7.84437688910719e-131,1.12160573026302e-113,1.27026161717666e-06,1.20600659677663e-07
"cars",2.20893447346347e-140,4.48518598325124e-68,3.58491830766408e-28,1.13701675292308e-06,2.76938808752856e-06
